product_name,category,price,discounted_price,rating,rating_count,review_title,reviewer_name,verified_purchase,review_date
Laptop Stand Adjustable,Electronics,21.21,21.21,5,39,Very satisfied,Olivia X.,Yes,2024-03-17
Water Filter Pitcher,Home & Kitchen,66.71,66.71,4,228,Worth every penny,Frank G.,Yes,2022-12-24
Non-Stick Pan Set,Home & Kitchen,94.26,71.69,4,40,Love it!,Steve X.,Yes,2024-07-25
Laptop Stand Adjustable,Electronics,190.94,190.94,3,148,Okay product,Leo B.,Yes,2022-09-04
Water Bottle Insulated,Sports,68.72,53.01,5,246,Very satisfied,Iris Y.,Yes,2024-11-27
Board Game Family,Toys,49.23,49.06,5,22,Highly recommend,Diana B.,Yes,2024-07-31
Smart Watch X200,Electronics,26.38,25.41,4,167,Great product!,Frank O.,Yes,2023-10-09
Bluetooth Speaker Mini,Electronics,56.47,56.47,5,59,Very satisfied,Mia P.,Yes,2022-01-18
Slim Fit Jeans,Clothing,43.95,43.95,5,658,Exceeded expectations,Jack P.,Yes,2022-01-25
Water Filter Pitcher,Home & Kitchen,139.33,99.19,4,132,Love it!,Rachel H.,Yes,2023-03-08
Puzzle 1000pc Nature,Toys,75.01,61.84,3,327,As described,Mia V.,Yes,2024-02-17
Sports Socks Pack,Clothing,60.68,56.14,5,159,Best purchase ever,Mia P.,Yes,2022-07-26
Coffee Maker Drip,Home & Kitchen,27.74,27.74,5,8,Worth every penny,Iris E.,Yes,2023-10-29
Mechanical Keyboard RGB,Electronics,123.52,99.16,5,200,Best purchase ever,Quinn N.,Yes,2024-01-11
Blender High Speed,Home & Kitchen,121.66,121.66,5,604,Best purchase ever,Alice J.,Yes,2023-06-16
Coffee Maker Drip,Home & Kitchen,131.89,131.89,5,184,Amazing quality,Olivia M.,Yes,2023-01-19
Laptop Stand Adjustable,Electronics,85.1,84.8,5,342,Highly recommend,Karen Q.,Yes,2023-06-23
Foam Roller Deep,Sports,52.31,47.54,5,431,Highly recommend,Bob D.,No,2023-05-01
Hair Dryer Ionic,Beauty,24.0,24.0,5,51,Great product!,Rachel U.,Yes,2023-07-06
Instant Pot 6Qt,Home & Kitchen,37.74,32.32,4,47,Great product!,Leo N.,No,2024-08-23
Mechanical Keyboard RGB,Electronics,150.98,150.98,3,188,Does the job,Tina U.,Yes,2023-12-04
Car Vacuum Mini,Automotive,145.1,104.38,1,105,Not worth it,Iris K.,Yes,2024-01-20
Resistance Bands Set,Sports,80.71,79.59,5,366,Very satisfied,Iris I.,Yes,2023-01-12
Casual Hoodie,Clothing,60.49,60.49,5,460,Love it!,Diana I.,Yes,2024-10-18
Running Jacket Lite,Clothing,59.54,58.44,5,87,Great product!,Steve M.,Yes,2024-05-18
Casual Hoodie,Clothing,65.09,65.09,4,54,Great product!,Olivia Y.,Yes,2023-03-08
Thinking Fast and Slow,Books,29.3,29.3,3,303,Does the job,Hank X.,Yes,2024-05-08
Cotton T-Shirt Classic,Clothing,37.48,35.18,1,64,Broke quickly,Steve Y.,Yes,2024-02-02
Pull Up Bar Door,Sports,85.11,85.11,4,345,Best purchase ever,Grace Q.,Yes,2024-01-18
Pull Up Bar Door,Sports,27.9,23.1,5,110,Amazing quality,Karen V.,Yes,2024-03-31
Power Bank 20000mAh,Electronics,191.52,143.5,4,220,Best purchase ever,Frank K.,Yes,2023-07-27
Puzzle 1000pc Nature,Toys,42.32,42.32,4,20,Love it!,Rachel A.,Yes,2024-07-12
Coffee Maker Drip,Home & Kitchen,25.2,22.22,5,195,Exceeded expectations,Alice C.,Yes,2023-01-04
Resistance Bands Set,Sports,44.63,44.63,4,120,Great product!,Alice N.,No,2022-09-26
Knife Set Premium,Home & Kitchen,49.71,49.23,5,176,Exceeded expectations,Diana Q.,Yes,2023-04-14
Winter Coat Warm,Clothing,17.78,17.78,5,36,Amazing quality,Diana V.,No,2022-07-24
Water Filter Pitcher,Home & Kitchen,39.27,33.16,4,267,Exceeded expectations,Olivia L.,Yes,2023-07-07
Science Kit Kids,Toys,16.71,13.5,5,397,Very satisfied,Hank X.,Yes,2023-04-28
Winter Coat Warm,Clothing,78.77,78.77,5,48,Love it!,Jack I.,Yes,2024-06-04
Resistance Bands Set,Sports,79.25,65.52,5,20,Very satisfied,Grace B.,Yes,2024-02-20
Machine Learning Guide,Books,35.28,29.28,3,4,Good for the price,Alice T.,No,2023-02-06
Deep Work,Books,28.94,28.94,5,205,Highly recommend,Charlie B.,Yes,2022-10-26
Slim Fit Jeans,Clothing,41.75,35.26,4,186,Love it!,Tina V.,Yes,2022-11-03
Water Filter Pitcher,Home & Kitchen,48.25,39.96,4,158,Best purchase ever,Grace T.,Yes,2024-08-26
Sports Socks Pack,Clothing,15.24,15.24,4,52,Exceeded expectations,Diana W.,Yes,2022-01-20
Eye Cream Anti-Age,Beauty,49.28,38.93,5,99,Amazing quality,Diana C.,No,2022-12-28
Jump Rope Speed,Sports,8.63,7.47,4,180,Highly recommend,Tina E.,Yes,2024-05-13
Bluetooth Speaker Mini,Electronics,96.56,96.56,4,137,Love it!,Mia V.,Yes,2024-10-20
Hair Dryer Ionic,Beauty,58.79,58.79,5,881,Great product!,Steve Z.,Yes,2022-10-03
Webcam 1080p HD,Electronics,106.71,106.71,4,29,Exceeded expectations,Frank D.,Yes,2024-11-24
Python for Beginners,Books,19.73,19.73,2,237,Would not recommend,Frank I.,Yes,2024-12-29
Coffee Maker Drip,Home & Kitchen,33.68,28.43,3,103,Does the job,Jack O.,Yes,2023-10-09
Running Jacket Lite,Clothing,66.2,66.2,3,111,As described,Charlie U.,Yes,2024-09-23
Laptop Stand Adjustable,Electronics,136.42,103.5,3,252,Does the job,Olivia I.,Yes,2023-09-07
Hair Dryer Ionic,Beauty,17.9,12.55,3,235,Average quality,Nick W.,Yes,2023-05-29
Bluetooth Speaker Mini,Electronics,28.64,26.32,5,947,Amazing quality,Karen I.,Yes,2022-04-08
Mechanical Keyboard RGB,Electronics,70.05,70.05,3,27,Does the job,Frank Y.,Yes,2024-03-26
Dumbbell Set Adjustable,Sports,37.25,30.72,4,21,Amazing quality,Charlie I.,Yes,2022-07-22
Yoga Pants Flex,Clothing,15.19,15.19,5,257,Love it!,Bob M.,Yes,2022-12-01
Lip Balm Natural,Beauty,53.84,43.89,4,172,Best purchase ever,Mia K.,Yes,2022-05-03
Coffee Maker Drip,Home & Kitchen,116.15,116.15,5,64,Exceeded expectations,Bob I.,Yes,2023-03-18
Formal Shirt White,Clothing,75.93,54.77,3,16,Does the job,Iris F.,Yes,2023-06-05
USB-C Hub 7-in-1,Electronics,78.51,78.33,3,17,As described,Olivia C.,Yes,2024-09-02
Stuffed Animal Bear,Toys,82.45,82.45,2,449,Would not recommend,Paul G.,Yes,2022-07-17
Bluetooth Speaker Mini,Electronics,21.72,16.26,3,42,Good for the price,Tina M.,Yes,2024-07-10
Knife Set Premium,Home & Kitchen,41.94,41.4,4,78,Very satisfied,Frank U.,Yes,2023-11-17
Data Science Handbook,Books,13.03,12.06,3,51,Decent product,Paul D.,Yes,2023-06-17
Jump Rope Speed,Sports,45.08,45.08,2,87,Not worth it,Eve R.,Yes,2024-01-10
Instant Pot 6Qt,Home & Kitchen,74.2,66.07,3,14,Good for the price,Nick G.,Yes,2024-01-08
Instant Pot 6Qt,Home & Kitchen,114.85,114.85,4,146,Great product!,Tina U.,Yes,2023-06-12
Deep Work,Books,26.27,26.27,4,14,Worth every penny,Diana O.,Yes,2023-12-06
Yoga Mat Extra Thick,Sports,39.53,39.53,4,322,Exceeded expectations,Iris D.,Yes,2022-02-10
Wireless Earbuds Pro,Electronics,33.23,25.72,5,53,Great product!,Bob C.,Yes,2024-04-23
Smart Watch X200,Electronics,121.27,118.41,5,155,Very satisfied,Charlie S.,Yes,2022-09-06
Air Fryer 5L,Home & Kitchen,40.46,40.46,1,424,Poor quality,Iris Y.,Yes,2023-12-21
Formal Shirt White,Clothing,10.27,7.28,5,210,Exceeded expectations,Olivia A.,Yes,2023-02-12
Clean Code,Books,18.42,13.71,5,152,Very satisfied,Paul E.,Yes,2022-12-24
The Lean Startup,Books,28.49,28.01,2,78,Would not recommend,Alice B.,Yes,2023-08-06
Python for Beginners,Books,14.39,14.39,5,80,Highly recommend,Mia I.,Yes,2023-12-29
Sports Socks Pack,Clothing,25.48,25.48,5,221,Very satisfied,Eve W.,Yes,2023-10-28
Knife Set Premium,Home & Kitchen,57.94,52.08,2,1027,Disappointed,Karen M.,Yes,2024-11-11
Formal Shirt White,Clothing,43.15,43.15,4,216,Very satisfied,Steve A.,Yes,2024-09-25
Water Filter Pitcher,Home & Kitchen,60.58,60.58,5,163,Love it!,Quinn W.,Yes,2024-07-04
Casual Hoodie,Clothing,43.96,43.96,5,262,Very satisfied,Paul P.,Yes,2022-06-10
Winter Coat Warm,Clothing,29.54,24.08,3,125,Average quality,Nick M.,Yes,2024-02-20
Laptop Stand Adjustable,Electronics,115.66,114.76,4,12,Very satisfied,Charlie R.,No,2023-08-10
Power Bank 20000mAh,Electronics,84.13,84.13,4,165,Highly recommend,Hank A.,Yes,2024-08-07
Smart Watch X200,Electronics,83.83,80.71,4,632,Exceeded expectations,Mia W.,No,2022-10-24
Python for Beginners,Books,9.92,9.92,5,38,Highly recommend,Paul D.,Yes,2022-12-10
Jump Rope Speed,Sports,60.09,54.53,4,234,Love it!,Steve R.,No,2023-11-22
Power Bank 20000mAh,Electronics,170.85,146.92,4,44,Highly recommend,Leo K.,Yes,2024-05-13
Webcam 1080p HD,Electronics,27.39,23.99,5,153,Worth every penny,Jack M.,Yes,2024-04-08
Thinking Fast and Slow,Books,29.36,27.18,1,20,Poor quality,Bob U.,Yes,2022-05-27
Water Filter Pitcher,Home & Kitchen,107.85,103.63,4,119,Exceeded expectations,Charlie L.,Yes,2022-06-12
Car Vacuum Mini,Automotive,81.37,81.37,5,282,Exceeded expectations,Rachel K.,Yes,2022-11-28
Deep Work,Books,15.28,14.35,5,85,Amazing quality,Charlie O.,Yes,2023-12-05
Running Jacket Lite,Clothing,69.85,54.53,5,218,Worth every penny,Jack U.,Yes,2023-04-13
Mechanical Keyboard RGB,Electronics,93.44,93.44,5,317,Great product!,Grace F.,Yes,2023-10-05
Mechanical Keyboard RGB,Electronics,142.6,129.72,3,523,Okay product,Rachel B.,Yes,2023-10-11
Mechanical Keyboard RGB,Electronics,120.95,120.95,4,53,Exceeded expectations,Mia V.,Yes,2023-08-20
Webcam 1080p HD,Electronics,103.11,103.11,5,101,Best purchase ever,Grace J.,No,2023-07-02
Bluetooth Speaker Mini,Electronics,89.03,64.91,4,33,Highly recommend,Mia D.,Yes,2024-03-20
Deep Work,Books,10.1,8.34,4,978,Worth every penny,Leo P.,No,2023-07-10
Slim Fit Jeans,Clothing,74.02,58.22,4,523,Very satisfied,Charlie U.,Yes,2024-06-30
Tire Pressure Gauge,Automotive,126.17,95.0,1,155,Not as advertised,Olivia X.,Yes,2024-01-14
Clean Code,Books,13.21,13.21,4,369,Highly recommend,Grace E.,Yes,2024-12-02
Water Filter Pitcher,Home & Kitchen,42.47,42.47,4,147,Love it!,Bob G.,Yes,2024-07-11
Smart Watch X200,Electronics,194.85,165.78,4,195,Great product!,Alice X.,Yes,2024-04-27
Lip Balm Natural,Beauty,12.43,12.43,3,18,Does the job,Steve H.,Yes,2022-12-09
Thinking Fast and Slow,Books,11.5,8.78,5,281,Highly recommend,Paul M.,Yes,2023-01-12
Makeup Brush Set,Beauty,29.94,29.94,5,27,Best purchase ever,Charlie Z.,No,2022-02-17
Machine Learning Guide,Books,13.72,12.93,5,349,Love it!,Rachel U.,Yes,2022-09-14
Data Science Handbook,Books,17.24,17.24,5,304,Highly recommend,Jack P.,Yes,2023-04-26
Cotton T-Shirt Classic,Clothing,73.99,71.14,4,246,Love it!,Rachel Z.,Yes,2023-05-31
Laptop Stand Adjustable,Electronics,32.09,31.25,2,7,Not worth it,Olivia A.,Yes,2022-06-13
Webcam 1080p HD,Electronics,89.0,89.0,5,72,Great product!,Bob K.,Yes,2023-03-08
Science Kit Kids,Toys,79.52,57.57,5,61,Highly recommend,Bob K.,Yes,2022-12-08
Clean Code,Books,22.66,22.66,5,89,Very satisfied,Bob M.,Yes,2024-03-24
Jump Rope Speed,Sports,97.08,97.08,4,18,Very satisfied,Diana G.,Yes,2022-07-30
Yoga Pants Flex,Clothing,51.62,51.62,3,552,Average quality,Quinn O.,Yes,2022-07-15
Mechanical Keyboard RGB,Electronics,35.82,35.82,4,161,Amazing quality,Rachel E.,Yes,2022-05-11
Non-Stick Pan Set,Home & Kitchen,40.26,40.26,4,72,Great product!,Steve H.,No,2024-08-27
Bluetooth Speaker Mini,Electronics,122.8,113.98,5,101,Love it!,Charlie B.,Yes,2022-04-21
Power Bank 20000mAh,Electronics,187.1,187.1,5,118,Great product!,Eve P.,Yes,2022-02-23
Thinking Fast and Slow,Books,33.44,33.44,4,183,Very satisfied,Alice P.,Yes,2024-03-24
Sports Socks Pack,Clothing,71.21,64.06,5,145,Love it!,Tina B.,No,2024-12-09
Seat Cushion Memory Foam,Automotive,159.73,113.82,5,503,Exceeded expectations,Hank W.,Yes,2022-06-20
Power Bank 20000mAh,Electronics,86.35,86.35,4,137,Worth every penny,Eve A.,Yes,2022-08-01
Yoga Mat Extra Thick,Sports,72.56,58.97,3,969,Decent product,Frank U.,Yes,2023-06-22
Coffee Maker Drip,Home & Kitchen,25.36,25.07,3,381,As described,Bob J.,Yes,2022-11-15
Gym Gloves Grip,Sports,54.12,54.12,4,46,Amazing quality,Diana O.,Yes,2022-06-22
Power Bank 20000mAh,Electronics,128.59,119.21,3,533,Does the job,Tina F.,Yes,2024-03-09
Clean Code,Books,21.35,17.1,3,24,Decent product,Steve C.,Yes,2023-09-26
Clean Code,Books,36.96,29.68,4,340,Highly recommend,Diana D.,Yes,2023-04-15
Yoga Pants Flex,Clothing,58.34,58.34,3,95,Okay product,Paul T.,Yes,2023-05-22
Face Moisturizer SPF,Beauty,46.51,46.51,5,420,Best purchase ever,Tina H.,Yes,2023-08-05
Car Phone Mount,Automotive,162.5,162.5,2,405,Disappointed,Charlie Z.,Yes,2024-06-26
Formal Shirt White,Clothing,34.14,34.14,5,327,Best purchase ever,Grace N.,Yes,2022-09-16
Water Filter Pitcher,Home & Kitchen,60.91,60.46,4,312,Amazing quality,Karen Z.,No,2022-09-26
Water Filter Pitcher,Home & Kitchen,132.56,124.86,5,72,Exceeded expectations,Mia K.,Yes,2024-12-14
Knife Set Premium,Home & Kitchen,32.77,32.77,3,16,Good for the price,Diana V.,Yes,2022-12-16
LEGO City Set,Toys,21.74,17.84,4,103,Best purchase ever,Steve R.,Yes,2022-02-28
Smart Watch X200,Electronics,97.47,95.28,5,38,Highly recommend,Eve K.,Yes,2022-03-13
Webcam 1080p HD,Electronics,65.33,65.33,5,237,Great product!,Grace Y.,Yes,2024-01-01
Instant Pot 6Qt,Home & Kitchen,98.65,98.65,5,84,Worth every penny,Bob S.,Yes,2023-10-29
Laptop Stand Adjustable,Electronics,49.77,49.04,4,742,Exceeded expectations,Frank K.,Yes,2024-09-02
Mechanical Keyboard RGB,Electronics,184.48,142.89,3,204,Average quality,Charlie D.,Yes,2024-08-14
Webcam 1080p HD,Electronics,153.06,138.65,5,345,Best purchase ever,Iris E.,Yes,2023-07-12
Mechanical Keyboard RGB,Electronics,175.43,149.9,5,28,Amazing quality,Nick F.,Yes,2024-06-30
Python for Beginners,Books,24.49,17.17,5,396,Exceeded expectations,Leo R.,Yes,2022-10-04
The Lean Startup,Books,11.09,10.9,5,512,Highly recommend,Frank O.,Yes,2022-12-29
Cotton T-Shirt Classic,Clothing,45.48,45.48,4,133,Amazing quality,Hank S.,Yes,2024-07-24
USB-C Hub 7-in-1,Electronics,160.39,154.3,5,186,Very satisfied,Bob E.,Yes,2024-06-09
Blender High Speed,Home & Kitchen,134.31,123.67,3,289,Average quality,Diana Z.,Yes,2024-12-08
Knife Set Premium,Home & Kitchen,42.59,32.8,4,38,Amazing quality,Tina M.,Yes,2024-12-29
Data Science Handbook,Books,34.78,32.06,4,139,Exceeded expectations,Frank A.,Yes,2023-09-27
Toaster Oven Digital,Home & Kitchen,24.3,19.55,5,101,Love it!,Paul C.,Yes,2023-12-13
Magnetic Tiles 60pc,Toys,84.43,82.95,4,31,Highly recommend,Alice A.,Yes,2024-09-13
Foam Roller Deep,Sports,30.79,27.63,3,91,Does the job,Frank C.,No,2023-04-11
Coffee Maker Drip,Home & Kitchen,128.05,93.49,5,14,Worth every penny,Steve J.,Yes,2022-07-03
Instant Pot 6Qt,Home & Kitchen,71.6,71.6,4,5,Very satisfied,Nick W.,Yes,2024-06-23
Remote Control Car,Toys,64.49,58.92,5,29,Very satisfied,Paul W.,Yes,2023-09-23
Winter Coat Warm,Clothing,37.06,35.68,3,659,Average quality,Eve G.,Yes,2024-01-20
Deep Work,Books,22.77,20.83,4,159,Very satisfied,Eve U.,Yes,2024-04-24
Blender High Speed,Home & Kitchen,96.78,96.78,5,675,Amazing quality,Iris Q.,Yes,2023-06-17
Eye Cream Anti-Age,Beauty,24.42,17.73,2,113,Broke quickly,Olivia N.,No,2022-11-15
Jump Rope Speed,Sports,92.87,92.77,4,74,Best purchase ever,Hank F.,Yes,2023-09-14
USB-C Hub 7-in-1,Electronics,31.72,26.65,3,141,Decent product,Tina W.,Yes,2022-01-22
Webcam 1080p HD,Electronics,86.51,85.34,2,115,Would not recommend,Bob T.,Yes,2022-01-01
Cotton T-Shirt Classic,Clothing,69.77,60.16,5,22,Love it!,Frank W.,Yes,2024-12-07
Air Fryer 5L,Home & Kitchen,132.41,132.41,4,204,Exceeded expectations,Paul T.,Yes,2022-10-07
Python for Beginners,Books,15.2,15.2,5,48,Best purchase ever,Charlie U.,Yes,2023-12-06
Running Jacket Lite,Clothing,29.33,26.69,4,193,Best purchase ever,Jack L.,Yes,2023-08-11
Mechanical Keyboard RGB,Electronics,110.95,110.95,5,210,Highly recommend,Nick A.,Yes,2024-08-18
Water Filter Pitcher,Home & Kitchen,21.16,15.0,5,32,Great product!,Rachel H.,Yes,2024-12-31
Water Filter Pitcher,Home & Kitchen,105.15,83.9,5,12,Love it!,Grace D.,Yes,2022-01-18
Puzzle 1000pc Nature,Toys,74.07,74.07,4,303,Very satisfied,Quinn D.,Yes,2024-10-04
Machine Learning Guide,Books,16.57,16.57,4,123,Worth every penny,Tina L.,Yes,2024-09-04
Deep Work,Books,31.8,28.61,4,11,Exceeded expectations,Rachel Q.,Yes,2023-09-06
Mechanical Keyboard RGB,Electronics,134.4,121.12,5,1054,Very satisfied,Hank O.,Yes,2022-01-19
Bluetooth Speaker Mini,Electronics,181.15,176.95,5,11,Highly recommend,Grace I.,Yes,2024-05-31
Winter Coat Warm,Clothing,42.13,35.71,5,237,Amazing quality,Bob G.,No,2023-08-23
Formal Shirt White,Clothing,43.66,34.92,3,823,Average quality,Diana Z.,Yes,2023-04-19
Yoga Pants Flex,Clothing,47.43,47.43,5,54,Best purchase ever,Eve V.,Yes,2022-01-15
Power Bank 20000mAh,Electronics,88.47,86.45,5,30,Highly recommend,Paul P.,No,2024-02-05
Stuffed Animal Bear,Toys,11.58,11.58,3,25,Average quality,Frank F.,Yes,2023-01-22
Water Bottle Insulated,Sports,116.74,116.74,2,72,Poor quality,Bob B.,Yes,2024-04-23
Python for Beginners,Books,26.96,24.88,5,21,Exceeded expectations,Leo J.,Yes,2024-06-14
Play-Doh Mega Set,Toys,59.21,53.06,5,235,Exceeded expectations,Grace N.,Yes,2024-03-19
Tire Pressure Gauge,Automotive,126.84,125.56,5,12,Amazing quality,Iris K.,Yes,2023-05-27
Coffee Maker Drip,Home & Kitchen,28.79,22.17,3,142,Good for the price,Tina Z.,Yes,2022-12-01
Winter Coat Warm,Clothing,55.33,55.33,5,1142,Best purchase ever,Olivia B.,Yes,2024-03-09
Laptop Stand Adjustable,Electronics,64.3,64.3,4,336,Amazing quality,Diana X.,Yes,2024-02-14
Yoga Mat Extra Thick,Sports,115.64,115.64,3,191,Okay product,Bob R.,Yes,2023-03-28
Thinking Fast and Slow,Books,17.56,17.56,3,73,Decent product,Frank F.,Yes,2023-06-23
Knife Set Premium,Home & Kitchen,87.25,66.0,5,195,Highly recommend,Alice P.,Yes,2022-06-12
Makeup Brush Set,Beauty,55.47,48.36,5,149,Great product!,Quinn D.,Yes,2024-05-14
Wireless Earbuds Pro,Electronics,90.25,90.25,5,111,Highly recommend,Charlie H.,No,2023-05-06
Thinking Fast and Slow,Books,30.77,30.77,4,28,Best purchase ever,Olivia S.,No,2024-11-24
Instant Pot 6Qt,Home & Kitchen,23.8,23.8,5,435,Best purchase ever,Steve K.,Yes,2023-07-11
The Lean Startup,Books,40.41,32.05,4,119,Highly recommend,Nick G.,No,2023-08-07
Bluetooth Speaker Mini,Electronics,183.27,138.73,5,43,Very satisfied,Karen H.,Yes,2024-12-25
Casual Hoodie,Clothing,37.18,37.18,4,91,Amazing quality,Diana K.,No,2023-07-05
Cotton T-Shirt Classic,Clothing,51.8,48.25,4,106,Love it!,Hank D.,Yes,2024-04-25
Coffee Maker Drip,Home & Kitchen,126.57,124.06,4,351,Amazing quality,Hank X.,Yes,2023-01-21
Makeup Brush Set,Beauty,44.96,44.96,4,264,Highly recommend,Nick G.,Yes,2022-05-21
Cotton T-Shirt Classic,Clothing,59.03,51.78,5,293,Great product!,Mia H.,Yes,2023-01-09
Water Filter Pitcher,Home & Kitchen,123.03,123.03,5,2,Highly recommend,Charlie P.,Yes,2022-10-07
Yoga Pants Flex,Clothing,35.58,35.58,4,107,Very satisfied,Steve P.,Yes,2023-08-17
Science Kit Kids,Toys,78.62,62.49,5,131,Exceeded expectations,Bob N.,Yes,2022-08-15
Jump Rope Speed,Sports,106.17,83.77,4,3,Exceeded expectations,Eve G.,Yes,2024-07-21
The Lean Startup,Books,17.89,17.89,5,60,Best purchase ever,Tina O.,Yes,2024-07-16
Clean Code,Books,12.58,9.36,5,285,Great product!,Frank M.,Yes,2023-07-12
Winter Coat Warm,Clothing,61.75,61.75,5,29,Highly recommend,Leo E.,Yes,2024-10-04
Sports Socks Pack,Clothing,63.4,60.53,3,153,Average quality,Olivia X.,Yes,2023-01-20
Car Phone Mount,Automotive,171.47,121.8,5,48,Amazing quality,Grace U.,Yes,2023-10-19
Running Jacket Lite,Clothing,55.81,55.81,5,2,Love it!,Leo I.,Yes,2022-02-09
Clean Code,Books,20.36,18.46,4,55,Very satisfied,Grace K.,Yes,2022-11-08
Tire Pressure Gauge,Automotive,158.63,158.63,3,744,As described,Eve B.,No,2022-04-12
Water Filter Pitcher,Home & Kitchen,122.94,107.23,5,323,Very satisfied,Steve B.,Yes,2024-12-31
The Lean Startup,Books,20.88,15.97,5,641,Amazing quality,Iris E.,Yes,2022-02-15
Yoga Pants Flex,Clothing,30.58,30.58,5,133,Love it!,Diana O.,No,2023-01-16
Bluetooth Speaker Mini,Electronics,103.04,73.95,5,23,Exceeded expectations,Olivia N.,Yes,2022-07-29
Sports Socks Pack,Clothing,51.84,38.66,5,158,Worth every penny,Frank Y.,Yes,2023-08-01
Pull Up Bar Door,Sports,15.98,15.25,3,121,Good for the price,Karen H.,Yes,2023-07-06
Blender High Speed,Home & Kitchen,86.05,66.05,4,372,Highly recommend,Jack T.,Yes,2022-09-14
Foam Roller Deep,Sports,51.24,50.06,4,20,Amazing quality,Frank Z.,Yes,2024-06-16
Power Bank 20000mAh,Electronics,91.42,87.49,5,133,Highly recommend,Tina F.,Yes,2022-01-17
Clean Code,Books,12.4,9.79,1,32,Would not recommend,Steve R.,Yes,2023-04-22
Board Game Family,Toys,38.4,37.39,5,78,Great product!,Hank C.,No,2022-07-04
Formal Shirt White,Clothing,72.99,72.99,5,267,Great product!,Nick Q.,Yes,2022-11-05
Knife Set Premium,Home & Kitchen,39.61,39.61,5,129,Best purchase ever,Paul G.,Yes,2022-01-31
USB-C Hub 7-in-1,Electronics,48.37,48.37,4,94,Highly recommend,Steve P.,Yes,2024-10-07
Seat Cushion Memory Foam,Automotive,93.88,79.05,5,100,Great product!,Olivia I.,Yes,2023-03-21
Knife Set Premium,Home & Kitchen,148.75,148.75,3,123,Good for the price,Alice X.,Yes,2023-12-02
USB-C Hub 7-in-1,Electronics,132.38,132.38,5,307,Very satisfied,Nick X.,Yes,2024-05-10
Power Bank 20000mAh,Electronics,98.63,98.63,3,445,Average quality,Hank H.,Yes,2023-10-01
Deep Work,Books,32.36,25.39,4,621,Best purchase ever,Karen N.,Yes,2024-10-17
Thinking Fast and Slow,Books,26.44,24.07,5,309,Very satisfied,Steve H.,Yes,2024-01-31
Mechanical Keyboard RGB,Electronics,105.57,76.98,3,75,Does the job,Steve E.,Yes,2024-08-07
Seat Cushion Memory Foam,Automotive,32.49,32.49,4,233,Love it!,Steve A.,Yes,2022-03-06
Lip Balm Natural,Beauty,40.33,38.71,5,115,Best purchase ever,Nick B.,Yes,2023-11-08
Data Science Handbook,Books,22.22,22.22,5,58,Amazing quality,Bob P.,Yes,2022-06-14
Webcam 1080p HD,Electronics,85.91,67.97,5,367,Highly recommend,Quinn B.,Yes,2022-10-27
Gym Gloves Grip,Sports,68.77,60.05,5,7,Exceeded expectations,Nick Q.,Yes,2022-04-25
Deep Work,Books,19.94,16.84,5,464,Exceeded expectations,Mia P.,Yes,2023-06-30
Instant Pot 6Qt,Home & Kitchen,136.95,104.48,4,123,Great product!,Diana O.,No,2024-03-14
Atomic Habits,Books,15.09,11.45,4,202,Worth every penny,Paul H.,Yes,2022-05-27
Cotton T-Shirt Classic,Clothing,11.28,9.12,3,215,Decent product,Charlie R.,No,2024-08-20
Foam Roller Deep,Sports,36.86,26.93,5,450,Great product!,Alice W.,Yes,2023-01-07
Dash Cam 4K,Automotive,159.58,152.8,5,202,Worth every penny,Nick G.,No,2023-01-29
Mechanical Keyboard RGB,Electronics,39.34,39.34,4,190,Great product!,Eve L.,Yes,2023-05-28
Thinking Fast and Slow,Books,24.6,22.23,4,13,Worth every penny,Jack H.,No,2024-02-21
Formal Shirt White,Clothing,21.69,21.69,5,146,Very satisfied,Charlie A.,No,2022-01-26
Magnetic Tiles 60pc,Toys,34.35,34.35,3,32,As described,Paul V.,Yes,2022-09-07
Clean Code,Books,23.58,23.58,5,267,Exceeded expectations,Jack F.,No,2023-05-25
Makeup Brush Set,Beauty,38.29,37.66,5,143,Worth every penny,Olivia S.,Yes,2024-02-28
Lip Balm Natural,Beauty,29.84,29.84,5,228,Best purchase ever,Steve A.,Yes,2024-06-26
Formal Shirt White,Clothing,80.17,64.26,1,8,Not as advertised,Olivia O.,Yes,2023-05-22
Jump Rope Speed,Sports,120.06,89.39,5,17,Worth every penny,Eve W.,Yes,2022-03-10
Slim Fit Jeans,Clothing,35.15,27.19,5,251,Highly recommend,Mia F.,Yes,2023-02-12
Board Game Family,Toys,23.68,23.68,5,14,Amazing quality,Leo U.,Yes,2024-08-01
Clean Code,Books,8.61,8.61,5,14,Very satisfied,Olivia W.,No,2022-07-12
Yoga Mat Extra Thick,Sports,89.44,89.44,5,2,Exceeded expectations,Alice U.,Yes,2024-12-03
Casual Hoodie,Clothing,24.78,18.63,5,627,Very satisfied,Charlie M.,Yes,2023-03-03
Casual Hoodie,Clothing,51.28,47.83,3,267,Average quality,Karen Q.,No,2024-08-26
Python for Beginners,Books,12.93,11.65,5,87,Great product!,Bob J.,No,2024-03-07
Dash Cam 4K,Automotive,120.59,120.59,5,70,Highly recommend,Nick Y.,No,2023-10-02
The Lean Startup,Books,21.0,19.85,4,86,Exceeded expectations,Iris W.,Yes,2023-10-24
Mechanical Keyboard RGB,Electronics,63.31,63.31,5,298,Exceeded expectations,Tina R.,No,2022-11-21
